code,title,intro,includes,alsoIncludes,excludes
13.3.0,Social protection (S),"Social protection services include residential care, home help and day care.","* non-medical retirement homes for elderly persons, non-medical residences for disabled persons, rehabilitation centres providing non-medical long-term support for individuals rather than health care and rehabilitative therapy, schools for disabled persons where the main aim is to help students to overcome their disability
* non-medical help to maintain elderly and disabled persons at home (home-cleaning services, meal programmes, non-medical day-care centres, day-care services and holiday-care services)
* child-minding outside the home, including after-school centers, nurseries, day-care facilities, wet nurses, crèches, kindergartens (other than educational), play schools and other child-minding facilities
* counselling, guidance, arbitration, fostering and adoption services for families",,"* babysitters and so on (05.6.2.1)
* social assistance and other social care services that are integrated into a package of care along with medical services are to be included in 06.2.3 if medical services do not require an overnight stay and in 06.3.2 if they do. For example, services of medical convalescent homes or convalescent hospitals; services of homes for the elderly with nursing care; inpatient care hospices; services of palliative care establishments for the terminally ill; services of nursing homes; rest homes with nursing care; services of skilled nursing facilities; services of teaching nursing homes; services of residential mental retardation facilities; mental health and substance abuse facilities for chronic patients (e.g., those with dementia); services of alcoholism or drug addiction rehabilitation facilities (other than licensed hospitals)
* services of mental health convalescent homes or hospitals (06.3.2.0)
* educational kindergartens (10.1.0.1)"
13.3.0.1,Childcare services (S),,"* child-minding outside the home, including after-school centers, nurseries, day-care facilities, wet nurses, crèches, kindergartens (other than educational), play schools and other child-minding facilities",,"* babysitters and so on (05.6.2.1)
* educational kindergartens (10.1.0.1)"
13.3.0.2,"Retirement homes for elderly persons and residences for disabled persons, not providing medical care (S)",,"* non-medical retirement homes for elderly persons
* non-medical residences for disabled or maladjusted persons",,"* social assistance and other social care services that are integrated into a package of care along with medical services are to be included in 06.2.3 if medical services do not require an overnight stay and in 06.3.2 if they do. For example, services of medical convalescent homes or convalescent hospitals; services of homes for the elderly with nursing care; inpatient care hospices; services of palliative care establishments for the terminally ill; services of nursing homes; rest homes with nursing care; services of skilled nursing facilities; services of teaching nursing homes; services of residential mental retardation facilities; mental health and substance abuse facilities for chronic patients (e.g., those with dementia); services of alcoholism or drug addiction rehabilitation facilities (other than licensed hospitals)
* services of mental health convalescent homes or hospitals (06.3.2.0)"
13.3.0.3,Home care services for elderly and disabled (S),,"* help to maintain elderly and disabled persons at home (home-cleaning services, meal programmes, day-care centres, day-care services and holiday-care services)",,
13.3.0.9,Other social protection services (S),,"* schools for disabled persons where the main aim is to help students to overcome their disability
* guidance, arbitration, fostering and adoption services for families",,
13.9,Other services,,,,
13.9.0,Other services (S),,"* fees for legal services, employment agencies and so on
* services of lawyers, notaries, accountants and so on
* services of undertakers and other funeral services
* services of estate agents, housing agents, auctioneers, salesroom operators and other intermediaries
* photocopies and other reproductions of documents
* fees for the issue of birth, marriage and death certificates and other administrative documents
* expenditures for religious services (e.g., requiems, baptizing and marriage services)
* expenditures for non-religious services and events, such as coming-of-age celebrations in Latin-American “quince” or debutante balls
* newspaper notices and advertisements
* services of graphologists, astrologers, palmists, private detectives, bodyguards, dating services, matrimonial agencies and marriage guidance counsellors, public writers, miscellaneous concessions (seats, toilets and cloakrooms) and so on
* services provided by prostitutes, sex workers and the like
* firearm licences",,"* food or beverages consumed in brothels, if separately priced (11.1.1)"
13.9.0.1,Prostitution (S),,"* services provided by prostitutes, sex workers and the like",,"* food or beverages consumed in brothels, if separately priced (11.1.1)"
13.9.0.2,Religious services (S),,"* expenditures for religious services (e.g., requiem, baptizing and marriage services)",,
13.9.0.9,Other services n.e.c. (S),,"* fees for legal services, employment agencies and so on
* services of lawyers, accountants and so on
* expenditures for non-religious services and events, such as coming-of-age celebrations in Latin-American “quince” or debutante balls
* services of undertakers and other funeral services
* services of estate agents, housing agents, auctioneers, salesroom operators and other intermediaries
* photocopies and other reproductions of documents
* fees for the issue of birth, marriage and death certificates and other administrative documents
* newspaper notices and advertisements
* services of graphologists, astrologers, palmists, private detectives, bodyguards, dating services, matrimonial agencies and marriage guidance counsellors, public writers, miscellaneous concessions (seats, toilets and cloakrooms) and so on
* firearm licences",,
14,Individual consumption expenditure of Non-profit Institutions Serving Households,,,,
14.1,Housing,"The same function is covered under COPNI group 01.0.
This group corresponds to COICOP groups 04.1 and 15.1.",,,
14.1.0,Housing (S),"The same function is covered under COPNI class 01.0.0.
This class corresponds to COICOP classes 04.1.1 and 15.1.0.",,,
14.1.0.0,Housing (S),"The same function is covered under COPNI class 01.0.0.
This subclass corresponds to COICOP classes 04.1.1 and 15.1.0.",,,
14.2,Health,"The same function is covered under COPNI groups 02.1 to 02.6.
This group corresponds to COICOP division 06 and group 15.2.",,,
14.2.1,Pharmaceutical products (ND),"The same function is covered under COPNI class 02.1.1.
This class corresponds to COICOP classes 06.1.1 and 15.2.1.",,,
14.2.1.0,Pharmaceutical products (ND),"The same function is covered under COPNI class 02.1.1.
This subclass corresponds to COICOP classes 06.1.1 and 15.2.1.",,,
14.2.2,Other medical products (ND),"The same function is covered under COPNI class 02.1.2.
This class corresponds to COICOP classes 06.1.2 and 15.2.2.",,,
14.2.2.0,Other medical products (ND),"The same function is covered under COPNI class 02.1.2.
This subclass corresponds to COICOP classes 06.1.2 and 15.2.2.",,,
14.2.3,Therapeutic appliances and equipment (D),"The same function is covered under COPNI class 02.1.3.
This class corresponds to COICOP classes 06.1.3 and 15.2.3.",,,
14.2.3.0,Therapeutic appliances and equipment (D),"The same function is covered under COPNI class 02.1.3.
This subclass corresponds to COICOP classes 06.1.3 and 15.2.3.",,,
14.2.4,Outpatient medical services (S),"The same function is covered under COPNI class 02.2.1.
This class corresponds to COICOP classes 06.2.1, 06.2.3 and 15.2.4.",,,
14.2.4.0,Outpatient medical services (S),"The same function is covered under COPNI class 02.2.1.
This subclass corresponds to COICOP classes 06.2.1, 06.2.3 and 15.2.4.",,,
14.2.5,Outpatient dental services (S),"The same function is covered under COPNI class 02.2.2.
This class corresponds to COICOP classes 06.2.2 and 15.2.5.",,,
14.2.5.0,Outpatient dental services (S),"The same function is covered under COPNI class 02.2.2.
This subclass corresponds to COICOP classes 06.2.2 and 15.2.5.",,,
14.2.6,Outpatient paramedical services (S),"The same function is covered under COPNI class 02.2.3.
This class corresponds to COICOP classes 06.1.4, 06.2.1, 06.2.3, 06.4 and 15.2.6.",,,
14.2.6.0,Outpatient paramedical services (S),"The same function is covered under COPNI class 02.2.3.
This subclass corresponds to COICOP classes 06.1.4, 06.2.1, 06.2.3, 06.4 and 15.2.6.",,,
14.2.7,Hospital services (S),"The same function is covered under COPNI class 02.3.0.
This class corresponds to COICOP groups 06.3 and 15.2.7.",,,
14.2.7.0,Hospital services (S),"The same function is covered under COPNI class 02.3.0.
This subclass corresponds to COICOP groups 06.3 and 15.2.7.",,,
14.2.8,Other health services (S),"The same function is covered under COPNI classes 02.4.0, 02.5.0 and 02.6.0.",,,
14.2.8.0,Other health services (S),"The same function is covered under COPNI classes 02.4.0, 02.5.0 and 02.6.0.",,,
14.3,Recreation and culture,"The same function is covered under COPNI groups 03.1 and 03.2.
This group corresponds to COICOP groups 09.4, 09.6 and 15.3.",,,
14.3.1,Recreational and sporting services (S),"The same function is covered under COPNI class 03.1.0.
This class corresponds to COICOP group 09.4 and class 15.3.1.",,,
14.3.1.0,Recreational and sporting services (S),"The same function is covered under COPNI class 03.1.0.
This subclass corresponds to COICOP group 09.4 and class 15.3.1.",,,
14.3.2,Cultural services (S),"The same function is covered under COPNI class 03.2.0.
This class corresponds to COICOP group 09.6 and class 15.3.2.",,,
14.3.2.0,Cultural services (S),"The same function is covered under COPNI class 03.2.0.
This subclass corresponds to COICOP group 09.6 and class 15.3.2.",,,
14.4,Education,"The same function is covered under COPNI groups 04.1 to 04.7.
This group corresponds to COICOP division 10 and group 15.4.",,,
14.4.1,Pre-primary and primary education (S),"The same function is covered under COPNI class 04.1.0.
This class corresponds to COICOP classes 10.1.0 and 15.4.1.",,,
14.4.1.0,Pre-primary and primary education (S),"The same function is covered under COPNI class 04.1.0.
This subclass corresponds to COICOP classes 10.1.0 and 15.4.1.",,,
14.4.2,Secondary education (S),"The same function is covered under COPNI class 04.2.0.
This class corresponds to COICOP classes 10.2.0 and 15.4.2.",,,
14.4.2.0,Secondary education (S),"The same function is covered under COPNI class 04.2.0.
This subclass corresponds to COICOP classes 10.2.0 and 15.4.2.",,,
14.4.3,Post-secondary non-tertiary education (S),"The same function is covered under COPNI class 04.3.0.
This class corresponds to COICOP classes 10.3.0 and 15.4.3.",,,
14.4.3.0,Post-secondary non-tertiary education (S),"The same function is covered under COPNI class 04.3.0.
This subclass corresponds to COICOP classes 10.3.0 and 15.4.3.",,,
14.4.4,Tertiary education (S),"The same function is covered under COPNI class 04.4.0.
This class corresponds to COICOP classes 10.4.0 and 15.4.4.",,,
14.4.4.0,Tertiary education (S),"The same function is covered under COPNI class 04.4.0.
This subclass corresponds to COICOP classes 10.4.0 and 15.4.4.",,,
14.4.5,Education not defined by level (S),"The same function is covered under COPNI class 04.5.0.
This class corresponds to COICOP classes 10.5.0 and 15.4.5.",,,
14.4.5.0,Education not defined by level (S),"The same function is covered under COPNI class 04.5.0.
This subclass corresponds to COICOP classes 10.5.0 and 15.4.5.",,,
14.4.6,Other educational services (S),The same function is covered under COPNI classes 04.6.0 and 04.7.0.,,,
14.4.6.0,Other educational services (S),The same function is covered under COPNI classes 04.6.0 and 04.7.0.,,,
14.5,Social protection,"The same function is covered under COPNI groups 05.1 and 05.2.
This group corresponds to COICOP groups 13.3 and 15.5.",,,
14.5.0,Social protection (S),"The same function is covered under COPNI classes 05.1.0 and 05.2.0.
This class corresponds to COICOP classes 13.3.0 and 15.5.0.",,,
14.5.0.0,Social protection (S),"The same function is covered under COPNI classes 05.1.0 and 05.2.0.
This subclass corresponds to COICOP classes 13.3.0 and 15.5.0.",,,
14.6,Other services,"These functions are covered under COPNI groups 06.0, 07.1, 07.2, 07.3, 08.1, 08.2, 09.1 and 09.2.
This group has, to a great extent, no counterpart in COICOP divisions 01 to 13 or in division 15. The only exception are religious services, which correspond to COICOP subclass 13.9.0.2.",,,
14.6.1,Religion (S),"The same function is covered under COPNI class 06.0.0.
This class corresponds to COICOP subclass 13.9.0.2.",,,
14.6.1.0,Religion (S),"The same function is covered under COPNI class 06.0.0.
This subclass corresponds to COICOP subclass 13.9.0.2.",,,
14.6.2,"Political parties, labour and professional organizations (S)","The same function is covered under COPNI classes 07.1.0, 07.2.0 and 07.3.0.",,,
14.6.2.0,"Political parties, labour and professional organizations (S)","The same function is covered under COPNI classes 07.1.0, 07.2.0 and 07.3.0.",,,
14.6.3,Environmental protection (S),The same function is covered under COPNI classes 08.1.0 and 08.2.0.,,,
14.6.3.0,Environmental protection (S),The same function is covered under COPNI classes 08.1.0 and 08.2.0.,,,
14.6.4,Services n.e.c. (S),The same function is covered under COPNI classes 09.1.0 and 09.2.0.,,,
14.6.4.0,Services n.e.c. (S),The same function is covered under COPNI classes 09.1.0 and 09.2.0.,,,
15,Individual consumption expenditure of general government,,,,
15.1,Housing,"The same function is covered under COFOG group 10.6.
This group corresponds to COICOP groups 04.1 and 14.1.",,,
15.1.0,Housing (S),"The same function is covered under COFOG class 10.6.0. 
This class corresponds to COICOP classes 04.1.1 and 14.1.0.",,,
15.1.0.0,Housing (S),"The same function is covered under COFOG class 10.6.0. 
This subclass corresponds to COICOP classes 04.1.1 and 14.1.0.",,,
15.2,Health,"The same function is covered under COFOG groups 07.1 to 07.4.
This group corresponds to COICOP division 06 and group 14.2.",,,
15.2.1,Pharmaceutical products (ND),"The same function is covered under COFOG class 07.1.1. 
This class corresponds to COICOP classes 06.1.1 and 14.2.1.",,,
15.2.1.0,Pharmaceutical products (ND),"The same function is covered under COFOG class 07.1.1. 
This subclass corresponds to COICOP classes 06.1.1 and 14.2.1.",,,
15.2.2,Other medical products (ND),"The same function is covered under COFOG class 07.1.2. 
This class corresponds to COICOP classes 06.1.2 and 14.2.2.",,,
15.2.2.0,Other medical products (ND),"The same function is covered under COFOG class 07.1.2. 
This subclass corresponds to COICOP classes 06.1.2 and 14.2.2.",,,
15.2.3,Therapeutic appliances and equipment (D),"The same function is covered under COFOG class 07.1.3. 
This class corresponds to COICOP classes 06.1.3 and 14.2.3.",,,
15.2.3.0,Therapeutic appliances and equipment (D),"The same function is covered under COFOG class 07.1.3. 
This subclass corresponds to COICOP classes 06.1.3 and 14.2.3.",,,
15.2.4,Outpatient medical services (S),"The same function is covered under COFOG classes 07.2.1 and 07.2.2. 
This class corresponds to COICOP classes 06.2.1, 06.2.3 and 14.2.4.",,,
15.2.4.0,Outpatient medical services (S),"The same function is covered under COFOG classes 07.2.1 and 07.2.2. 
This subclass corresponds to COICOP classes 06.2.1, 06.2.3 and 14.2.4.",,,
15.2.5,Outpatient dental services (S),"The same function is covered under COFOG class 07.2.3. 
This class corresponds to COICOP classes 06.2.2 and 14.2.5.",,,
15.2.5.0,Outpatient dental services (S),"The same function is covered under COFOG class 07.2.3. 
This subclass corresponds to COICOP classes 06.2.2 and 14.2.5.",,,
15.2.6,Outpatient paramedical services (S),"The same function is covered under COFOG class 07.2.4. 
This class corresponds to COICOP classes 06.1.4, 06.2.1, 06.2.3, 06.4 and 14.2.6.",,,
15.2.6.0,Outpatient paramedical services (S),"The same function is covered under COFOG class 07.2.4. 
This subclass corresponds to COICOP classes 06.1.4, 06.2.1, 06.2.3, 06.4 and 14.2.6.",,,
15.2.7,Hospital services (S),"The same function is covered under COFOG classes 07.3.1, 07.3.2, 07.3.3 and 07.3.4. 
This class corresponds to COICOP group 06.3 and class 14.2.7.",,,
15.2.7.0,Hospital services (S),"The same function is covered under COFOG classes 07.3.1, 07.3.2, 07.3.3 and 07.3.4. 
This subclass corresponds to COICOP group 06.3 and class 14.2.7.",,,
15.2.8,Public health services (S),The same function is covered under COFOG class 07.4.0.,,,
15.2.8.0,Public health services (S),The same function is covered under COFOG class 07.4.0.,,,
15.3,Recreation and culture,"The same function is covered under COFOG groups 08.1 and 08.2.
This group corresponds to COICOP groups 09.4, 09.6 and 14.3.",,,
15.3.1,Recreational and sporting services (S),"The same function is covered under COFOG class 08.1.0. 
This class corresponds to COICOP group 09.4 and class 14.3.1.",,,
15.3.1.0,Recreational and sporting services (S),"The same function is covered under COFOG class 08.1.0. 
This subclass corresponds to COICOP group 09.4 and class 14.3.1.",,,
15.3.2,Cultural services (S),"The same function is covered under COFOG class 08.2.0. 
This class corresponds to COICOP group 09.6 and class 14.3.2.",,,
15.3.2.0,Cultural services (S),"The same function is covered under COFOG class 08.2.0. 
This subclass corresponds to COICOP group 09.6 and class 14.3.2.",,,
15.4,Education,"The same function is covered under COFOG groups 09.1 to 09.6.
This group corresponds to COICOP division 10 and group 14.4.",,,
15.4.1,Pre-primary and primary education (S),"The same function is covered under COFOG classes 09.1.1 and 09.1.2. 
This class corresponds to COICOP classes 10.1.0 and 14.4.1.",,,
15.4.1.0,Pre-primary and primary education (S),"The same function is covered under COFOG classes 09.1.1 and 09.1.2. 
This subclass corresponds to COICOP classes 10.1.0 and 14.4.1.",,,
15.4.2,Secondary education (S),"The same function is covered under COFOG classes 09.2.1 and 09.2.2. 
This class corresponds to COICOP classes 10.2.0 and 14.4.2.",,,
15.4.2.0,Secondary education (S),"The same function is covered under COFOG classes 09.2.1 and 09.2.2. 
This subclass corresponds to COICOP classes 10.2.0 and 14.4.2.",,,
15.4.3,Post-secondary non-tertiary education (S),"The same function is covered under COFOG class 09.3.0. 
This class corresponds to COICOP classes 10.3.0 and 14.4.3.",,,
15.4.3.0,Post-secondary non-tertiary education (S),"The same function is covered under COFOG class 09.3.0. 
This subclass corresponds to COICOP classes 10.3.0 and 14.4.3.",,,
15.4.4,Tertiary education (S),"The same function is covered under COFOG classes 09.4.1 and 09.4.2. 
This class corresponds to COICOP classes 10.4.0 and 14.4.4.",,,
15.4.4.0,Tertiary education (S),"The same function is covered under COFOG classes 09.4.1 and 09.4.2. 
This subclass corresponds to COICOP classes 10.4.0 and 14.4.4.",,,
15.4.5,Education not defined by level (S),"The same function is covered under COFOG class 09.5.0. 
This class corresponds to COICOP classes 10.5.0 and 14.4.5.",,,
15.4.5.0,Education not defined by level (S),"The same function is covered under COFOG class 09.5.0. 
This subclass corresponds to COICOP classes 10.5.0 and 14.4.5.",,,
15.4.6,Subsidiary services to education (S),The same function is covered under COFOG class 09.6.0.,,,
15.4.6.0,Subsidiary services to education (S),The same function is covered under COFOG class 09.6.0.,,,
15.5,Social protection,"The same function is covered under COFOG groups 10.1 to 10.5 and 10.7.
This group corresponds to COICOP groups 13.3 and 14.5.",,,
15.5.0,Social protection (S),"The same function is covered under COFOG classes 10.1.1 to 10.5.0 and 10.7.0. 
This class corresponds to COICOP classes 13.3.0 and 14.5.0.",,,
15.5.0.0,Social protection (S),"The same function is covered under COFOG classes 10.1.1 to 10.5.0 and 10.7.0. 
This subclass corresponds to COICOP classes 13.3.0 and 14.5.0.",,,
01.1.1.1.1,Wheat,"Dried grains of wheat, whether broken or precooked, but not further prepared.","* bulgur
* farro, broken and pearled",,
01.1.1.1.2,Rice,"Dried grains of rice, whether broken or precooked, but not further prepared.","* semi- or wholly milled rice
* husked rice
* parboiled rice",,
01.1.1.1.3,Sorghum,"Dried grains of sorghum, whether or not precooked, but not further prepared.",,,
01.1.1.1.4,Barley,"Dried grains of barley, whether or not precooked, but not further prepared.",,,
01.1.1.1.5,Millet,"Dried grains of millet, whether or not precooked, but not further prepared.",,,
01.1.1.1.6,Maize (corn),"Dried grains of maize (corn), both on the cob or not, whether or not precooked, but not further prepared.",,,
01.1.1.1.7,Quinoa,"Dried grains of quinoa, whether or not precooked, but not further prepared.",,,
01.1.1.1.8,Teff,"Dried grains of teff, whether or not precooked, but not further prepared.",,,
01.1.1.1.9,Other cereals,"Dried grains of other cereals, whether broken or precooked, but not further prepared.","* rye
* oats
* triticale
* buckwheat
* canary seed
* quihuicha or Inca wheat
* canagua or coaihua
* adlay or Job’s tears
* other cereals n.e.c.
* mixed cereal grains, in the form of dried grains, but not further prepared, also including other dehydrated ingredients (e.g., vegetables), provided that these are not the main ingredients",,
01.1.1.2.1,Flour of wheat,"Flour of wheat, whether instant or not.",,,
01.1.1.2.2,Flour of rice,"Flour of rice, whether instant or not.",,,
01.1.1.2.3,Flour of sorghum,,,,
01.1.1.2.4,Flour of barley,,,,
01.1.1.2.5,Flour of millet,,,,
01.1.1.2.6,Flour of maize or cornmeal,"Flour of maize, whether instant or not.","* polenta flour, whether instant or not",,
01.1.1.2.7,Flour of quinoa,,,,
01.1.1.2.8,Flour of teff,,,,
01.1.1.2.9,Other flours of cereals,Flour of other cereals n.e.c.,,,"* almond flour and other nut flour (01.1.6.9.1)
* fruit flour (01.1.6.9.1)
* flour as baby food, baby rice cereals and other baby cereals (01.1.9.2.2)"
01.1.1.3.1,Bread,Bread and bakery products used as bread.,"* bread and bread rolls
* crispbreads, rusks, toasted bread and crackers
* tortillas
* injera",,
01.1.1.3.9,Other bakery products,"Other baked products, excluding bread or other bakery products used as bread.","* pizza bases without topping, whether precooked or not
* gingerbread and the like
* sweet biscuits (cookies)
* waffles and wafers
* ice cream cones
* crumpets, muffins, croissants, sweet tarts, sweet pies, and other pastry goods and cakes",,
01.1.1.4.0,Breakfast cereals,,,,
01.1.1.5.0,"Macaroni, noodles, couscous and similar pasta products",,,,
01.1.1.9.0,Other milled cereal and grain products,,,,
01.1.2.1.1,"Bovine animal, live",Cattle and buffaloes purchased live for human consumption as food.,"* cattle: cows, calves, common ox, zebu or humped ox, watusi, gaur, gayal, banteng, yak
* buffaloes (Indian or water buffaloes; arnis, or wild water buffaloes; Asiatic buffalo or arni, Sulwaesi anoas, or pygmy buffaloes, African buffaloes, such as the dwarf buffalo and the large Caffrarian buffalo, the American bisons, known simply as or “buffaloes”; European bisons; and the “beefaloes” (hybrid offspring of the American bisons and domestic cattle)",,
01.1.2.1.2,"Pigs, live",Pigs purchased live for human consumption as food.,,,
01.1.2.1.3,"Goats, lambs and sheep, live","Goats, lambs and sheep purchased live for human consumption as food.",,,
01.1.2.1.4,"Poultry, live","Chicken, ducks, geese, turkeys and guinea fowl purchased live for human consumption as food.",,,
01.1.2.1.5,"Hares and rabbits, live",Hares and rabbits purchased live for human consumption as food.,,,
01.1.2.1.9,Other live animals,Other animals n.e.c. purchased live for human consumption as food.,"* horses, donkeys and other equines
* camels, dromedaries, alpaca, llamas, guanacos, vicuñas and other camelids
* ostriches, emus, rheas, pheasant, grouse, pigeons, quails and other birds
* snakes and other reptiles
* spiders, scorpions and other insects and worms
* terrestrial snails
* frogs
* other animals n.e.c.",,"* live fish (01.1.3.1)
* other live seafood (01.1.3.4)
* live animals for transport (07.1.4.0)
* live animals used for recreation (09.1.2.4)"
01.1.2.2.1,"Meat of bovine animals, fresh, chilled or frozen","Meat of cattle and of buffaloes, fresh, chilled or frozen.","Fresh, chilled or frozen meat of:
* cattle: cow, calves, common ox, zebu or humped ox, watusi, gaur, gayal, banteng, yak 
* buffaloes (Indian or water buffaloes; arnis, or wild water buffaloes; Asiatic buffalo or arni, Sulwaesi anoas, or pygmy buffaloes, African buffaloes, such as the dwarf buffalo and the large Caffrarian buffalo, the American bisons, known simply as or “buffaloes”; European bisons; and the “beefaloes” (hybrid offspring of the American bisons and domestic cattle)",,
01.1.2.2.2,"Meat of pigs, fresh, chilled or frozen","Meat of pigs, fresh, chilled or frozen.",,,
01.1.2.2.3,"Meat of goats, lambs and sheep, fresh, chilled or frozen","Meat of goats, lambs and sheep, fresh, chilled or frozen.",,,
01.1.2.2.4,"Meat of poultry, fresh, chilled or frozen","Meat of chicken, ducks, geese, turkeys and guinea fowl, fresh, chilled or frozen.",,,
01.1.2.2.5,"Meat of hares and rabbits, fresh, chilled or frozen","Meat of hares and rabbits, fresh, chilled or frozen.",,,
01.1.2.2.6,"Meat of horses and other equines, fresh, chilled or frozen","Meat of horses, donkeys and other equines, fresh, chilled or frozen.",,,
01.1.2.2.7,"Meat of camels and camelids, fresh, chilled or frozen","Meat of camels, dromedaries, alpaca, llamas, guanacos, vicuñas and other camelids, fresh, chilled or frozen.",,,
01.1.2.2.9,"Other meat, fresh, chilled or frozen","Other meat fresh, chilled or frozen n.e.c.","* meat of seals, walruses, whales and other marine mammals
* meat of antelopes, deer, boars and kangaroos
* meat of ostriches, emus, rheas, pheasant, grouse, pigeons, quails and other birds
* meat of snakes, alligators and other reptiles
* spiders, scorpions, insects and worms
* terrestrial snails
* frogs, fresh, chilled or frozen",,
01.1.2.3.1,"Meat of bovine, salted, dried or smoked","Meat of cattle and of buffaloes salted, dried or smoked.","Salted, dried or smoked meat of:
* cattle: cow, calves, common ox, zebu or humped ox, watusi, gaur, gayal, banteng, yak
* buffaloes (Indian or water buffaloes; arnis, or wild water buffaloes; Asiatic buffalo or arni, Sulwaesi anoas, or pygmy buffaloes, African buffaloes, such as the dwarf buffalo and the large Caffrarian buffalo, the American bisons, known simply as or “buffaloes”; European bisons; and the “beefaloes” (hybrid offspring of the American bisons and domestic cattle)",,
01.1.2.3.2,"Meat of pigs, cuts, salted, dried or smoked (bacon and ham)","Meat of pigs, cuts, salted, dried or smoked.","* bacon, ham and salami",,
01.1.2.3.9,"Other meat, dried, salted or smoked","Other meat, dried, salted or smoked n.e.c.","* meat of seals, walruses, whales and other marine mammals
* meat of antelopes, deer, boars and kangaroos
* meat of ostriches, emus, rheas, pheasant, grouse, pigeons, quails and other birds
* meat of snakes, alligators and other reptiles
* spiders, scorpions, insects and worms
* terrestrial snails
* frogs, dried, salted or smoked",,
01.1.2.4.0,"Offal, blood and other parts of slaughtered animals fresh, chilled or frozen, dried, salted, in brine or smoked",,,,
01.1.2.5.1,"Sausages and similar products of meat, offal or blood",,,,
01.1.2.5.2,Canned meat,Meat of all animals generally precooked and preserved in a can.,,,
01.1.2.5.3,"Pâté, including liver pâté","Pâté of all kinds, including liver pâté.",,,
01.1.2.5.9,"Other preparations of meat, offal or blood n.e.c.",,"* marinated meat
* meat extracts and meat juices
* minced meat mix, from different types of meat
* breaded meat
* other preparations of meat, meat offal or blood",,
01.1.3.1.1,"Freshwater fish, live, fresh, chilled or frozen",,"* tilapia, catfish (including pangasius), carp, Nile perch and eels, live, fresh, chilled or frozen",,
01.1.3.1.2,"Salmonoidae, live, fresh, chilled or frozen",,"* salmon and trout, live, fresh, chilled or frozen",,
01.1.3.1.3,"Flatfish, live, fresh, chilled, or frozen",,"* sole, turbot, halibut and plaice, live, fresh, chilled or frozen",,
01.1.3.1.4,"Gadiformes, live, fresh, chilled, or frozen",,"* cod, haddock, hake, Alaska pollock and blue whiting, live, fresh, chilled or frozen",,
01.1.3.1.5,"Tunas, skipjack or stripe-bellied bonito, live, fresh, chilled, or frozen",,"* tuna and skipjack or stripe-bellied bonito, live, fresh, chilled or frozen",,
01.1.3.1.6,"Other pelagic fish, live, fresh, chilled, or frozen",,"* herring, sardines, sardinella, brisling or sprat, mackerel and swordfish, live, fresh, chilled or frozen",,
01.1.3.1.9,"Other fish, live, fresh, chilled, or frozen",,"* other fish, live, fresh, chilled or frozen n.e.c.",,
01.1.3.2.1,"Salmonoidae, smoked",,* smoked salmon and trout,,
01.1.3.2.2,"Gadiformes, dried, salted or in brine",,"* cod, haddock, hake, Alaska pollock and blue whiting, dried, salted or in brine",,
01.1.3.2.9,"Other fish, dried, salted, in brine, smoked",,"* other fish, dried, salted, in brine or smoked n.e.c.",,
01.1.3.3.1,"Tunas, skipjack or stripe-bellied bonito, prepared or preserved",,"* preparations of tuna, skipjack or stripe-bellied bonito",,
01.1.3.3.2,"Other pelagic fish, prepared or preserved",,"* preparations of herring, sardines, sardinella, brisling or sprat, mackerel and swordfish",,
01.1.3.3.3,Caviar and caviar substitutes,"Caviar (prepared from the roe of the sturgeon) and caviar substitutes (products consumed as caviar but prepared from eggs of fish other than sturgeon (e.g., salmon, carp, pike, tuna, mullet, cod and lumpfish), which have been washed, cleaned and salted. Can also be pressed, dried, seasoned and coloured.",,,
01.1.3.3.9,"Other fish, prepared or preserved",,* fish preparations n.e.c.,,
01.1.3.4.1,"Shrimps and prawns, live, fresh, chilled or frozen",,"* shrimp and prawns, live, fresh, chilled or frozen",,
01.1.3.4.2,"Other crustaceans, live, fresh, chilled or frozen",,"* crabs, lobsters and other crustaceans, live, fresh, chilled or frozen",,
01.1.3.4.3,"Bivalves, live, fresh, chilled or frozen",,"* oysters, scallops, mussels, clams, cockles and ark shells, live, fresh, chilled or frozen",,
01.1.3.4.4,"Cephalopods, live, fresh, chilled or frozen",,"* cuttlefish, squid and octopuses, live, fresh, chilled or frozen",,
01.1.3.4.5,"Other molluscs, live, fresh, chilled or frozen",,"* abalone and sea snails, live, fresh, chilled or frozen",,
01.1.3.4.9,"Other aquatic invertebrates, live, fresh, chilled or frozen",,"* sea urchins, bêche-de-mer (sea cucumbers) and jellyfish, live, fresh, chilled or frozen",,
01.1.3.5.1,"Shrimps and prawns, dried, salted or in brine; smoked",,"* shrimp and prawns, dried, salted, in brine or smoked",,
01.1.3.5.2,"Other crustaceans, dried, salted or in brine; smoked",,"* crabs, lobsters and other crustaceans, dried, salted, in brine or smoked",,
01.1.3.5.3,"Bivalves, dried, salted or in brine; smoked",,"* oysters, scallops, mussels, clams, cockles and ark shells, dried, salted, in brine or smoked",,
01.1.3.5.4,"Cephalopods, dried, salted or in brine; smoked",,"* cuttlefish, squid and octopuses, dried, salted, in brine or smoked",,
01.1.3.5.5,"Other molluscs, dried, salted or in brine; smoked",,"* abalone and sea snails, dried, salted, in brine or smoked",,
01.1.3.5.9,"Other aquatic invertebrates, dried, salted or in brine; smoked",,"* sea urchins, sea cucumber and jellyfish, dried, salted, in brine or smoked",,
01.1.3.6.1,"Shrimps and prawns, prepared or preserved",,"* shrimp and prawns, prepared or preserved",,
